palavra,canonicidade,tonicidade
desmando,False,paroxítona
desmandá,False,oxítona
desmarca,False,paroxítona
desmarco,False,paroxítona
desmarcá,False,oxítona
desmede,False,paroxítona
desmedi,False,oxítona
desmediu,False,oxítona
desmembra,False,paroxítona
desmembre,False,paroxítona
desmembro,False,paroxítona
desmembrá,False,oxítona
desmente,False,paroxítona
desmenti,False,oxítona
desmeça,False,paroxítona
desmeço,False,paroxítona
desminta,False,paroxítona
desminto,False,paroxítona
desmonta,False,paroxítona
desmonte,False,paroxítona
desmonto,False,paroxítona
desmontá,False,oxítona
desnuda,False,paroxítona
desnudai,False,oxítona
desnude,False,paroxítona
desnudei,False,oxítona
desnudo,False,paroxítona
desnudou,False,oxítona
desnudá,False,oxítona
desobedece,True,paroxítona
desobedecemo,True,paroxítona
desobedecera,True,paroxítona
desobedeceremo,True,paroxítona
desobedecerá,True,oxítona
desobedeci,True,oxítona
desobedecida,True,paroxítona
desobedecido,True,paroxítona
desobedecê,True,oxítona
desobedeça,True,paroxítona
desobedeçamo,True,paroxítona
desobedeço,True,paroxítona
desocupa,True,paroxítona
desocupada,True,paroxítona
desocupado,True,paroxítona
desocupamo,True,paroxítona
desocupara,True,paroxítona
desocuparemo,True,paroxítona
desocupará,True,oxítona
desocupava,True,paroxítona
desocupe,True,paroxítona
desocupemo,True,paroxítona
desocupo,True,paroxítona
desocupá,True,oxítona
desodoriza,True,paroxítona
desodorizada,True,paroxítona
desodorizado,True,paroxítona
desodorizamo,True,paroxítona
desodorizara,True,paroxítona
desodorizaremo,True,paroxítona
desodorizará,True,oxítona
desodorizava,True,paroxítona
desodorize,True,paroxítona
desodorizemo,True,paroxítona
desodorizo,True,paroxítona
desodorizá,True,oxítona
desolada,True,paroxítona
desolado,True,paroxítona
desoladora,True,paroxítona
desonera,True,paroxítona
desonerada,True,paroxítona
desonerado,True,paroxítona
desoneramo,True,paroxítona
desonerara,True,paroxítona
desoneraremo,True,paroxítona
desonerará,True,oxítona
desonerava,True,paroxítona
desonere,True,paroxítona
desoneremo,True,paroxítona
desonero,True,paroxítona
desonerá,True,oxítona
desonra,False,paroxítona
desonre,False,paroxítona
desonro,False,paroxítona
desonrá,False,oxítona
desossa,False,paroxítona
desosse,False,paroxítona
desosso,False,paroxítona
desossá,False,oxítona
desova,True,paroxítona
desovada,True,paroxítona
desovado,True,paroxítona
desovamo,True,paroxítona
desovara,True,paroxítona
desovaremo,True,paroxítona
desovará,True,oxítona
desovava,True,paroxítona
desove,True,paroxítona
desovemo,True,paroxítona
desovo,True,paroxítona
desová,True,oxítona
despacha,False,paroxítona
despache,False,paroxítona
despacho,False,paroxítona
despachá,False,oxítona
desparza,False,paroxítona
desparze,False,paroxítona
desparzi,False,oxítona
desparzo,False,paroxítona
despe,False,paroxítona
despede,False,paroxítona
despedi,False,oxítona
despediu,False,oxítona
despeja,False,paroxítona
despejai,False,oxítona
despeje,False,paroxítona
despejei,False,oxítona
despejo,False,paroxítona
despejou,False,oxítona
despejá,False,oxítona
despenca,False,paroxítona
despenco,False,paroxítona
despencá,False,oxítona
despenda,False,paroxítona
despende,False,paroxítona
despendi,False,oxítona
despendo,False,paroxítona
despendê,False,oxítona
despensa,False,paroxítona
desperta,False,paroxítona
desperte,False,paroxítona
desperto,False,paroxítona
despertá,False,oxítona
despes,False,paroxítona
despesa,False,paroxítona
despeça,False,paroxítona
despeço,False,paroxítona
despi,False,oxítona
despida,False,paroxítona
despido,False,paroxítona
despimo,False,paroxítona
despindo,False,paroxítona
despir,False,oxítona
despira,False,paroxítona
despirei,False,oxítona
despirmo,False,paroxítona
despirá,False,oxítona
despirão,False,paroxítona
despisse,False,paroxítona
despista,False,paroxítona
despiste,False,paroxítona
despisto,False,paroxítona
despistá,False,oxítona
despoja,False,paroxítona
despojai,False,oxítona
despoje,False,paroxítona
despojei,False,oxítona
despojo,False,paroxítona
despojou,False,oxítona
despojá,False,oxítona
desponta,False,paroxítona
desponte,False,paroxítona
desponto,False,paroxítona
despontá,False,oxítona
desporte,False,paroxítona
desporto,False,paroxítona
desposa,False,paroxítona
desposai,False,oxítona
despose,False,paroxítona
desposei,False,oxítona
desposo,False,paroxítona
desposou,False,oxítona
desposá,False,oxítona
despovoá,False,oxítona
despovôo,False,paroxítona
desprezai,False,oxítona
desprezei,False,oxítona
desprezou,False,oxítona
desquita,False,paroxítona
desquite,False,paroxítona
desquito,False,paroxítona
desquitá,False,oxítona
desregra,False,paroxítona
desregre,False,paroxítona
desregro,False,paroxítona
desregrá,False,oxítona
dessa,False,paroxítona
dessas,False,paroxítona
desse,False,paroxítona
desses,False,paroxítona
desta,False,paroxítona
destaca,False,paroxítona
destacai,False,oxítona
destaco,False,paroxítona
destacou,False,oxítona
destacá,False,oxítona
destas,False,paroxítona
deste,False,paroxítona
destelha,False,paroxítona
destelhe,False,paroxítona
destelho,False,paroxítona
destelhá,False,oxítona
desterra,False,paroxítona
desterre,False,paroxítona
desterro,False,paroxítona
desterrá,False,oxítona
destes,False,paroxítona
destila,False,paroxítona
destilai,False,oxítona
destile,False,paroxítona
destilei,False,oxítona
destilo,False,paroxítona
destilou,False,oxítona
destilá,False,oxítona
destina,False,paroxítona
destinai,False,oxítona
destine,False,paroxítona
destinei,False,oxítona
destino,False,paroxítona
destinou,False,oxítona
destiná,False,oxítona
destituí,False,oxítona
destoai,False,oxítona
destoei,False,oxítona
destoou,False,oxítona
destratai,False,oxítona
destratei,False,oxítona
destratou,False,oxítona
destravai,False,oxítona
destravei,False,oxítona
destravou,False,oxítona
destrocei,False,oxítona
destronai,False,oxítona
destronei,False,oxítona
destronou,False,oxítona
destroçai,False,oxítona
destroçou,False,oxítona
desumana,True,paroxítona
desumano,True,paroxítona
desuna,True,paroxítona
desunamo,True,paroxítona
desune,True,paroxítona
desuni,True,oxítona
desunida,True,paroxítona
desunido,True,paroxítona
desunimo,True,paroxítona
desunira,True,paroxítona
desuniremo,True,paroxítona
desunirá,True,oxítona
desuno,True,paroxítona
desusada,True,paroxítona
desusado,True,paroxítona
desuso,True,paroxítona
desvale,False,paroxítona
desvalei,False,oxítona
desvaleu,False,oxítona
desvalha,False,paroxítona
desvalho,False,paroxítona
desvali,False,oxítona
desvalê,False,oxítona
desvelo,False,paroxítona
desvenda,False,paroxítona
desvende,False,paroxítona
desvendo,False,paroxítona
desvendá,False,oxítona
desviai,False,oxítona
desviei,False,oxítona
desviou,False,oxítona
deságüe,False,paroxítona
desânimo,True,proparoxítona
desça,False,paroxítona
desçamo,False,paroxítona
desças,False,paroxítona
desço,False,paroxítona
detalha,False,paroxítona
detalhe,False,paroxítona
detalho,False,paroxítona
detalhá,False,oxítona
detecta,False,paroxítona
detecte,False,paroxítona
detecto,False,paroxítona
detectá,False,oxítona
detemo,True,paroxítona
detende,False,paroxítona
detendo,False,paroxítona
detenha,False,paroxítona
detenho,False,paroxítona
detento,False,paroxítona
deter,False,oxítona
deteremo,True,paroxítona
deterá,True,oxítona
detesta,False,paroxítona
deteste,False,paroxítona
detesto,False,paroxítona
detestá,False,oxítona
deteve,True,paroxítona
detida,True,paroxítona
detido,True,paroxítona
detinha,False,paroxítona
detive,True,paroxítona
detivemo,True,paroxítona
detivera,True,paroxítona
detona,True,paroxítona
detonada,True,paroxítona
detonado,True,paroxítona
detonadora,True,paroxítona
detonamo,True,paroxítona
detonara,True,paroxítona
detonaremo,True,paroxítona
detonará,True,oxítona
detonava,True,paroxítona
detone,True,paroxítona
detonemo,True,paroxítona
detono,True,paroxítona
detoná,True,oxítona
detração,False,paroxítona
detrito,False,paroxítona
detrás,False,oxítona
deturpa,False,paroxítona
deturpe,False,paroxítona
deturpo,False,paroxítona
deturpá,False,oxítona
detém,False,oxítona
detê,True,oxítona
detêm,False,oxítona
deusa,False,paroxítona
deva,True,paroxítona
devamo,True,paroxítona
devas,False,paroxítona
devassa,False,paroxítona
devasse,False,paroxítona
devasso,False,paroxítona
devassá,False,oxítona
devasta,False,paroxítona
devaste,False,paroxítona
devasto,False,paroxítona
devastá,False,oxítona
deve,True,paroxítona
devedora,True,paroxítona
devei,False,oxítona
devemo,True,paroxítona
devendo,False,paroxítona
dever,False,oxítona
devera,True,paroxítona
deveremo,True,paroxítona
devermo,False,paroxítona
deverá,True,oxítona
deves,False,paroxítona
devesse,False,paroxítona
deveste,False,paroxítona
deveu,False,oxítona
devi,True,oxítona
devida,True,paroxítona
devido,True,paroxítona
devo,True,paroxítona
devoluta,True,paroxítona
devoluto,True,paroxítona
devolva,False,paroxítona
devolve,False,paroxítona
devolvi,False,oxítona
devolvo,False,paroxítona
devolvê,False,oxítona
devora,True,paroxítona
devorada,True,paroxítona
devorado,True,paroxítona
devoramo,True,paroxítona
devorara,True,paroxítona
devoraremo,True,paroxítona
devorará,True,oxítona
devorava,True,paroxítona
devore,True,paroxítona
devoremo,True,paroxítona
devoro,True,paroxítona
devorá,True,oxítona
devota,True,paroxítona
devotada,True,paroxítona
devotado,True,paroxítona
devotamo,True,paroxítona
devotara,True,paroxítona
devotaremo,True,paroxítona
devotará,True,oxítona
devotava,True,paroxítona
devote,True,paroxítona
devotemo,True,paroxítona
devoto,True,paroxítona
devotá,True,oxítona
devê,True,oxítona
dezena,True,paroxítona
dezenove,True,paroxítona
dezoito,False,paroxítona
deísmo,False,paroxítona
deísta,False,paroxítona
diabo,False,paroxítona
diacho,False,paroxítona
diante,False,paroxítona
dias,False,paroxítona
dica,True,paroxítona
dicas,False,paroxítona
dicotômica,True,proparoxítona
dicotômico,True,proparoxítona
didática,True,proparoxítona
didático,True,proparoxítona
diedro,False,paroxítona
dieta,False,paroxítona
difama,True,paroxítona
difamada,True,paroxítona
difamado,True,paroxítona
difamamo,True,paroxítona
difamara,True,paroxítona
difamaremo,True,paroxítona
difamará,True,oxítona
difamava,True,paroxítona
difame,True,paroxítona
difamemo,True,paroxítona
difamo,True,paroxítona
difamá,True,oxítona
difere,True,paroxítona
diferi,True,oxítona
diferida,True,paroxítona
diferido,True,paroxítona
diferimo,True,paroxítona
diferira,True,paroxítona
diferiremo,True,paroxítona
diferirá,True,oxítona
dificílima,True,proparoxítona
dificílimo,True,proparoxítona
difira,True,paroxítona
difiro,True,paroxítona
difrata,False,paroxítona
difratai,False,oxítona
difrate,False,paroxítona
difratei,False,oxítona
difrato,False,paroxítona
difratou,False,oxítona
difratá,False,oxítona
difração,False,paroxítona
difunda,False,paroxítona
difunde,False,paroxítona
difundi,False,oxítona
difundo,False,paroxítona
difusa,True,paroxítona
difuso,True,paroxítona
difusora,True,paroxítona
diga,True,paroxítona
digamo,True,paroxítona
digas,False,paroxítona
digere,True,paroxítona
digeri,True,oxítona
digerida,True,paroxítona
digerido,True,paroxítona
digerimo,True,paroxítona
digerira,True,paroxítona
digeriremo,True,paroxítona
digerirá,True,oxítona
digira,True,paroxítona
digiro,True,paroxítona
digita,True,paroxítona
digitada,True,paroxítona
digitado,True,paroxítona
digitadora,True,paroxítona
digitalizada,True,paroxítona
digitalizado,True,paroxítona
digitamo,True,paroxítona
digitara,True,paroxítona
digitaremo,True,paroxítona
digitará,True,oxítona
digitava,True,paroxítona
digite,True,paroxítona
digitemo,True,paroxítona
digito,True,paroxítona
digitá,True,oxítona
digna,False,paroxítona
dignada,False,paroxítona
dignado,False,paroxítona
dignamo,False,paroxítona
dignando,False,paroxítona
dignar,False,oxítona
dignara,False,paroxítona
dignarei,False,oxítona
dignarmo,False,paroxítona
dignará,False,oxítona
dignarão,False,paroxítona
dignas,False,paroxítona
dignasse,False,paroxítona
dignaste,False,paroxítona
dignava,False,paroxítona
digne,False,paroxítona
dignemo,False,paroxítona
dignes,False,paroxítona
digno,False,paroxítona
dignos,False,paroxítona
digná,False,oxítona
digo,True,paroxítona
digrama,False,paroxítona
dilacera,True,paroxítona
dilacerada,True,paroxítona
dilacerado,True,paroxítona
dilaceradora,True,paroxítona
dilaceramo,True,paroxítona
dilacerara,True,paroxítona
dilaceraremo,True,paroxítona
dilacerará,True,oxítona
dilacerava,True,paroxítona
dilacere,True,paroxítona
dilaceremo,True,paroxítona
dilacero,True,paroxítona
dilacerá,True,oxítona
dilata,True,paroxítona
dilatada,True,paroxítona
dilatado,True,paroxítona
dilatadora,True,paroxítona
dilatamo,True,paroxítona
dilatara,True,paroxítona
dilataremo,True,paroxítona
dilatará,True,oxítona
dilatava,True,paroxítona
dilate,True,paroxítona
dilatemo,True,paroxítona
dilato,True,paroxítona
dilatá,True,oxítona
dilema,True,paroxítona
dileta,True,paroxítona
dileto,True,paroxítona
diluamo,False,paroxítona
diluirá,False,oxítona
diluiu,False,oxítona
diminuiu,False,oxítona
diminuta,True,paroxítona
diminutiva,True,paroxítona
diminutivo,True,paroxítona
diminuto,True,paroxítona
dinamita,True,paroxítona
dinamitada,True,paroxítona
dinamitado,True,paroxítona
dinamitadora,True,paroxítona
dinamitamo,True,paroxítona
dinamitara,True,paroxítona
dinamitaremo,True,paroxítona
dinamitará,True,oxítona
dinamitava,True,paroxítona
dinamite,True,paroxítona
dinamitemo,True,paroxítona
dinamito,True,paroxítona
dinamitá,True,oxítona
dinamiza,True,paroxítona
dinamizada,True,paroxítona
dinamizado,True,paroxítona
dinamizamo,True,paroxítona
dinamizara,True,paroxítona
dinamizaremo,True,paroxítona
dinamizará,True,oxítona
dinamizava,True,paroxítona
dinamize,True,paroxítona
dinamizemo,True,paroxítona
dinamizo,True,paroxítona
dinamizá,True,oxítona
dinâmica,True,proparoxítona
dinâmico,True,proparoxítona
diodo,False,paroxítona
dipirona,True,paroxítona
diploma,False,paroxítona
diplomai,False,oxítona
diplome,False,paroxítona
diplomei,False,oxítona
diplomo,False,paroxítona
diplomou,False,oxítona
diplomá,False,oxítona
direi,False,oxítona
direita,False,paroxítona
direito,False,paroxítona
diremo,True,paroxítona
direta,True,paroxítona
diretiva,True,paroxítona
diretivo,True,paroxítona
direto,True,paroxítona
diretora,True,paroxítona
dirige,True,paroxítona
dirigi,True,oxítona
dirigida,True,paroxítona
dirigido,True,paroxítona
dirigimo,True,paroxítona
dirigira,True,paroxítona
dirigiremo,True,paroxítona
dirigirá,True,oxítona
dirija,True,paroxítona
dirijamo,True,paroxítona
dirijo,True,paroxítona
dirima,True,paroxítona
dirimamo,True,paroxítona
dirime,True,paroxítona
dirimi,True,oxítona
dirimida,True,paroxítona
dirimido,True,paroxítona
dirimimo,True,paroxítona
dirimira,True,paroxítona
dirimiremo,True,paroxítona
dirimirá,True,oxítona
dirimo,True,paroxítona
dirá,True,oxítona
dirás,False,oxítona
dirão,False,paroxítona
disca,False,paroxítona
discada,False,paroxítona
discado,False,paroxítona
discamo,False,paroxítona
discando,False,paroxítona
discar,False,oxítona
discara,False,paroxítona
discarei,False,oxítona
discarmo,False,paroxítona
discará,False,oxítona
discarão,False,paroxítona
discas,False,paroxítona
discasse,False,paroxítona
discaste,False,paroxítona
discava,False,paroxítona
discente,False,paroxítona
discerne,False,paroxítona
discerni,False,oxítona
disco,False,paroxítona
discorda,False,paroxítona
discorde,False,paroxítona
discordo,False,paroxítona
discordá,False,oxítona
discorra,False,paroxítona
discorre,False,paroxítona
discorri,False,oxítona
discorro,False,paroxítona
discorrê,False,oxítona
discos,False,paroxítona
discrição,False,paroxítona
discursa,False,paroxítona
discurse,False,paroxítona
discurso,False,paroxítona
discursá,False,oxítona
discuta,False,paroxítona
discute,False,paroxítona
discuti,False,oxítona
discutiu,False,oxítona
discuto,False,paroxítona
discá,False,oxítona
disfarce,False,paroxítona
disfarça,False,paroxítona
disfarço,False,paroxítona
disfarçá,False,oxítona
disforme,False,paroxítona
disjunta,False,paroxítona
disjunto,False,paroxítona
dispara,False,paroxítona
disparai,False,oxítona
dispare,False,paroxítona
disparei,False,oxítona
disparo,False,paroxítona
disparou,False,oxítona
dispará,False,oxítona
dispensa,False,paroxítona
dispense,False,paroxítona
dispenso,False,paroxítona
dispensá,False,oxítona
dispersa,False,paroxítona
disperse,False,paroxítona
disperso,False,paroxítona
dispersá,False,oxítona
dispomo,False,paroxítona
disponde,False,paroxítona
dispondo,False,paroxítona
disponha,False,paroxítona
disponho,False,paroxítona
dispor,False,oxítona
disporei,False,oxítona
disporá,False,oxítona
disporão,False,paroxítona
disposta,False,paroxítona
disposto,False,paroxítona
dispunha,False,paroxítona
disputa,False,paroxítona
disputai,False,oxítona
dispute,False,paroxítona
disputei,False,oxítona
disputo,False,paroxítona
disputou,False,oxítona
disputá,False,oxítona
dispô,False,oxítona
dispôs,False,oxítona
disquei,False,oxítona
disquemo,False,paroxítona
disquete,False,paroxítona
disse,False,paroxítona
dissemo,False,paroxítona
disser,False,oxítona
dissera,False,paroxítona
dissermo,False,paroxítona
disserta,False,paroxítona
disserte,False,paroxítona
disserto,False,paroxítona
dissertá,False,oxítona
dissesse,False,paroxítona
disseste,False,paroxítona
dissipa,False,paroxítona
dissipai,False,oxítona
dissipe,False,paroxítona
dissipei,False,oxítona
dissipo,False,paroxítona
dissipou,False,oxítona
dissipá,False,oxítona
disso,False,paroxítona
dissociá,False,oxítona
dissolva,False,paroxítona
dissolve,False,paroxítona
dissolvi,False,oxítona
dissolvo,False,paroxítona
dissolvê,False,oxítona
dista,False,paroxítona
distada,False,paroxítona
distado,False,paroxítona
distal,False,oxítona
distamo,False,paroxítona
distando,False,paroxítona
distante,False,paroxítona
distar,False,oxítona
distara,False,paroxítona
distarei,False,oxítona
distarmo,False,paroxítona
distará,False,oxítona
distarão,False,paroxítona
distas,False,paroxítona
distasse,False,paroxítona
distaste,False,paroxítona
distava,False,paroxítona
diste,False,paroxítona
distemo,False,paroxítona
distenda,False,paroxítona
distende,False,paroxítona
distendi,False,oxítona
distendo,False,paroxítona
distendê,False,oxítona
distes,False,paroxítona
distingo,False,paroxítona
distinta,False,paroxítona
distinto,False,paroxítona
disto,False,paroxítona
distorce,False,paroxítona
distorci,False,oxítona
distorcê,False,oxítona
distorça,False,paroxítona
distorço,False,paroxítona
distração,False,paroxítona
distribuí,False,oxítona
distá,False,oxítona
dita,True,paroxítona
ditada,True,paroxítona
ditado,True,paroxítona
ditadora,True,paroxítona
ditadura,True,paroxítona
ditai,False,oxítona
ditame,True,paroxítona
ditamo,True,paroxítona
ditando,False,paroxítona
ditar,False,oxítona
ditara,True,paroxítona
ditaremo,True,paroxítona
ditarmo,False,paroxítona
ditará,True,oxítona
ditas,False,paroxítona
ditasse,False,paroxítona
ditaste,False,paroxítona
ditava,True,paroxítona
dite,True,paroxítona
ditei,False,oxítona
ditemo,True,paroxítona
dites,False,paroxítona
dito,True,paroxítona
ditongo,False,paroxítona
ditos,False,paroxítona
ditosa,True,paroxítona
ditoso,True,paroxítona
ditou,False,oxítona
ditá,True,oxítona
diurna,False,paroxítona
diurno,False,paroxítona
diva,True,paroxítona
divaga,True,paroxítona
divagada,True,paroxítona
divagado,True,paroxítona
divagamo,True,paroxítona
divagara,True,paroxítona
divagaremo,True,paroxítona
divagará,True,oxítona
divagava,True,paroxítona
divago,True,paroxítona
divaguei,False,oxítona
divagá,True,oxítona
divas,False,paroxítona
diveira,False,paroxítona
diverge,False,paroxítona
divergi,False,oxítona
diversa,False,paroxítona
diverso,False,paroxítona
diverte,False,paroxítona
diverti,False,oxítona
divida,True,paroxítona
dividamo,True,paroxítona
divide,True,paroxítona
dividi,True,oxítona
dividida,True,paroxítona
dividido,True,paroxítona
dividimo,True,paroxítona
dividira,True,paroxítona
dividiremo,True,paroxítona
dividirá,True,oxítona
divido,True,paroxítona
divina,True,paroxítona
diviniza,True,paroxítona
divinizada,True,paroxítona
divinizado,True,paroxítona
divinizamo,True,paroxítona
divinizara,True,paroxítona
divinizaremo,True,paroxítona
divinizará,True,oxítona
divinizava,True,paroxítona
divinize,True,paroxítona
divinizemo,True,paroxítona
divinizo,True,paroxítona
divinizá,True,oxítona
divino,True,paroxítona
divirja,False,paroxítona
divirjo,False,paroxítona
divirta,False,paroxítona
divirto,False,paroxítona
divisa,True,paroxítona
divisada,True,paroxítona
divisado,True,paroxítona
divisamo,True,paroxítona
divisara,True,paroxítona
divisaremo,True,paroxítona
divisará,True,oxítona
divisava,True,paroxítona
divise,True,paroxítona
divisemo,True,paroxítona
divisibilidade,True,paroxítona
diviso,True,paroxítona
divisora,True,paroxítona
divisá,True,oxítona
divulga,False,paroxítona
divulgo,False,paroxítona
divulgá,False,oxítona
dize,True,paroxítona
dizei,False,oxítona
dizemo,True,paroxítona
dizendo,False,paroxítona
dizer,False,oxítona
dizes,False,paroxítona
dizima,True,paroxítona
dizimada,True,paroxítona
dizimado,True,paroxítona
dizimamo,True,paroxítona
dizimara,True,paroxítona
dizimaremo,True,paroxítona
dizimará,True,oxítona
dizimava,True,paroxítona
dizime,True,paroxítona
dizimemo,True,paroxítona
dizimo,True,paroxítona
dizimá,True,oxítona
dizê,True,oxítona
doada,False,paroxítona
doado,False,paroxítona
doai,False,oxítona
doamo,False,paroxítona
doando,False,paroxítona
doar,False,oxítona
doara,False,paroxítona
doarmo,False,paroxítona
doará,False,oxítona
doas,False,paroxítona
doasse,False,paroxítona
doaste,False,paroxítona
doava,False,paroxítona
dobra,False,paroxítona
dobrada,False,paroxítona
dobrado,False,paroxítona
dobramo,False,paroxítona
dobrando,False,paroxítona
dobrar,False,oxítona
dobrara,False,paroxítona
dobrarei,False,oxítona
dobrarmo,False,paroxítona
dobrará,False,oxítona
dobrarão,False,paroxítona
dobras,False,paroxítona
dobrasse,False,paroxítona
dobraste,False,paroxítona
dobrava,False,paroxítona
dobre,False,paroxítona
dobremo,False,paroxítona
dobres,False,paroxítona
dobro,False,paroxítona
dobrá,False,oxítona
doca,True,paroxítona
docas,False,paroxítona
doce,True,paroxítona
doceira,False,paroxítona
doceiro,False,paroxítona
docente,False,paroxítona
dodecágono,True,proparoxítona
doei,False,oxítona
doemo,False,paroxítona
doendo,False,paroxítona
doente,False,paroxítona
doença,False,paroxítona
doer,False,oxítona
doera,False,paroxítona
doermo,False,paroxítona
doerá,False,oxítona
does,False,paroxítona
doesse,False,paroxítona
doeste,False,paroxítona
doeu,False,oxítona
dogma,False,paroxítona
dogmas,False,paroxítona
doida,False,paroxítona
doido,False,paroxítona
dolente,False,paroxítona
dolo,True,paroxítona
dolorida,True,paroxítona
dolorido,True,paroxítona
dolorosa,True,paroxítona
doloroso,True,paroxítona
dolosa,True,paroxítona
doloso,True,paroxítona
doma,True,paroxítona
domada,True,paroxítona
domado,True,paroxítona
domadora,True,paroxítona
domai,False,oxítona
domamo,True,paroxítona
domando,False,paroxítona
domar,False,oxítona
domara,True,paroxítona
domaremo,True,paroxítona
domarmo,False,paroxítona
domará,True,oxítona
domas,False,paroxítona
domasse,False,paroxítona
domaste,False,paroxítona
domava,True,paroxítona
dome,True,paroxítona
domei,False,oxítona
domemo,True,paroxítona
domes,False,paroxítona
domina,True,paroxítona
dominada,True,paroxítona
dominado,True,paroxítona
dominadora,True,paroxítona
dominamo,True,paroxítona
dominara,True,paroxítona
dominaremo,True,paroxítona
dominará,True,oxítona
dominava,True,paroxítona
domine,True,paroxítona
dominemo,True,paroxítona
domingo,False,paroxítona
dominicana,True,paroxítona
dominicano,True,paroxítona
domino,True,paroxítona
dominá,True,oxítona
dominó,True,oxítona
domo,True,paroxítona
domou,False,oxítona
domá,True,oxítona
dona,True,paroxítona
donas,False,paroxítona
donativo,True,paroxítona
donde,False,paroxítona
doninha,False,paroxítona
dono,True,paroxítona
donos,False,paroxítona
donzela,False,paroxítona
doou,False,oxítona
dopa,True,paroxítona
dopada,True,paroxítona
dopado,True,paroxítona
dopai,False,oxítona
dopamino,True,paroxítona
dopamo,True,paroxítona
dopando,False,paroxítona
dopar,False,oxítona
dopara,True,paroxítona
doparemo,True,paroxítona
doparmo,False,paroxítona
dopará,True,oxítona
dopas,False,paroxítona
dopasse,False,paroxítona
dopaste,False,paroxítona
dopava,True,paroxítona
dope,True,paroxítona
dopei,False,oxítona
dopemo,True,paroxítona
dopes,False,paroxítona
dopo,True,paroxítona
dopou,False,oxítona
dopá,True,oxítona
doqueiro,False,paroxítona
dores,False,paroxítona
dorme,False,paroxítona
dormes,False,paroxítona
dormi,False,oxítona
dormida,False,paroxítona
dormido,False,paroxítona
dormimo,False,paroxítona
dormindo,False,paroxítona
dormir,False,oxítona
dormira,False,paroxítona
dormirei,False,oxítona
dormirmo,False,paroxítona
dormirá,False,oxítona
dormirão,False,paroxítona
dormisse,False,paroxítona
dormiste,False,paroxítona
dormita,False,paroxítona
dormitai,False,oxítona
dormite,False,paroxítona
dormitei,False,oxítona
dormito,False,paroxítona
dormitou,False,oxítona
dormitá,False,oxítona
dorsal,False,oxítona
dorso,False,paroxítona
dorsos,False,paroxítona
dosa,True,paroxítona
dosada,True,paroxítona
dosado,True,paroxítona
dosai,False,oxítona
dosamo,True,paroxítona
dosando,False,paroxítona
dosar,False,oxítona
dosara,True,paroxítona
dosaremo,True,paroxítona
dosarmo,False,paroxítona
dosará,True,oxítona
dosas,False,paroxítona
dosasse,False,paroxítona
dosaste,False,paroxítona
dosava,True,paroxítona
dose,True,paroxítona
dosei,False,oxítona
dosemo,True,paroxítona
doses,False,paroxítona
doso,True,paroxítona
dosou,False,oxítona
dosá,True,oxítona
dota,True,paroxítona
dotada,True,paroxítona
dotado,True,paroxítona
dotai,False,oxítona
dotamo,True,paroxítona
dotando,False,paroxítona
dotar,False,oxítona
dotara,True,paroxítona
dotaremo,True,paroxítona
dotarmo,False,paroxítona
dotará,True,oxítona
dotas,False,paroxítona
dotasse,False,paroxítona
dotaste,False,paroxítona
dotava,True,paroxítona
dote,True,paroxítona
dotei,False,oxítona
dotemo,True,paroxítona
dotes,False,paroxítona
doto,True,paroxítona
dotou,False,oxítona
dotá,True,oxítona
doura,False,paroxítona
doure,False,paroxítona
douro,False,paroxítona
dourá,False,oxítona
douta,False,paroxítona
douto,False,paroxítona
doutra,False,paroxítona
doutro,False,paroxítona
doze,True,paroxítona
doçura,True,paroxítona
dracena,False,paroxítona
dracma,False,paroxítona
draga,False,paroxítona
dragada,False,paroxítona
dragado,False,paroxítona
dragamo,False,paroxítona
dragara,False,paroxítona
dragará,False,oxítona
dragava,False,paroxítona
drago,False,paroxítona
dragá,False,oxítona
drama,False,paroxítona
drena,False,paroxítona
drenada,False,paroxítona
drenado,False,paroxítona
drenamo,False,paroxítona
drenara,False,paroxítona
drenará,False,oxítona
drenava,False,paroxítona
drene,False,paroxítona
drenemo,False,paroxítona
dreno,False,paroxítona
drená,False,oxítona
dribla,False,paroxítona
drible,False,paroxítona
driblo,False,paroxítona
driblá,False,oxítona
droga,False,paroxítona
drogada,False,paroxítona
drogado,False,paroxítona
drogamo,False,paroxítona
drogara,False,paroxítona
drogará,False,oxítona
drogava,False,paroxítona
drogo,False,paroxítona
drogá,False,oxítona
dual,False,oxítona
duas,False,paroxítona
dubla,False,paroxítona
dublada,False,paroxítona
dublado,False,paroxítona
dublamo,False,paroxítona
dublando,False,paroxítona
dublar,False,oxítona
dublara,False,paroxítona
dublarei,False,oxítona
dublarmo,False,paroxítona
dublará,False,oxítona
dublarão,False,paroxítona
dublas,False,paroxítona
dublasse,False,paroxítona
dublaste,False,paroxítona
dublava,False,paroxítona
duble,False,paroxítona
dublemo,False,paroxítona
dubles,False,paroxítona
dublo,False,paroxítona
dublá,False,oxítona
ducado,True,paroxítona
ducha,False,paroxítona
duchas,False,paroxítona
ductal,False,oxítona
ducto,False,paroxítona
ductos,False,paroxítona
duela,False,paroxítona
duele,False,paroxítona
duelo,False,paroxítona
duelá,False,oxítona
duende,False,paroxítona
dueto,False,paroxítona
duma,True,paroxítona
dumas,False,paroxítona
duna,True,paroxítona
dunas,False,paroxítona
dunga,False,paroxítona
dupla,False,paroxítona
duplas,False,paroxítona
