palavra,canonicidade,tonicidade
cegasse,False,paraxítona
cegaste,False,paraxítona
cegava,True,paraxítona
cego,True,paraxítona
cegonha,False,paraxítona
cegos,False,paraxítona
cegou,False,oxítona
ceguei,False,oxítona
cegueira,False,paraxítona
ceguemo,False,paraxítona
cegá,True,oxítona
ceifa,False,paraxítona
ceife,False,paraxítona
ceifo,False,paraxítona
ceifá,False,oxítona
ceira,False,paraxítona
cela,True,paraxítona
celas,False,paraxítona
celebra,False,paraxítona
celebre,False,paraxítona
celebro,False,paraxítona
celebrá,False,oxítona
celeiro,False,paraxítona
celerada,True,paraxítona
celerado,True,paraxítona
celeste,False,paraxítona
celeuma,False,paraxítona
celibato,True,paraxítona
celofane,True,paraxítona
celta,False,paraxítona
celtas,False,paraxítona
celulite,True,paraxítona
celulose,True,paraxítona
cena,True,paraxítona
cenas,False,paraxítona
cenobita,True,paraxítona
cenoura,False,paraxítona
censo,False,paraxítona
censor,False,oxítona
censora,False,paraxítona
censos,False,paraxítona
censura,False,paraxítona
censurai,False,oxítona
censure,False,paraxítona
censurei,False,oxítona
censuro,False,paraxítona
censurou,False,oxítona
censurá,False,oxítona
centavo,False,paraxítona
centelha,False,paraxítona
centena,False,paraxítona
cento,False,paraxítona
centrarei,False,oxítona
centrarão,False,paraxítona
cenáculo,True,proparoxítona
ceou,False,oxítona
cepa,True,paraxítona
cepo,True,paraxítona
cera,True,paraxítona
ceras,False,paraxítona
cerca,False,paraxítona
cercada,False,paraxítona
cercado,False,paraxítona
cercamo,False,paraxítona
cercando,False,paraxítona
cercar,False,oxítona
cercara,False,paraxítona
cercarei,False,oxítona
cercarmo,False,paraxítona
cercará,False,oxítona
cercarão,False,paraxítona
cercas,False,paraxítona
cercasse,False,paraxítona
cercaste,False,paraxítona
cercava,False,paraxítona
cerco,False,paraxítona
cercos,False,paraxítona
cercá,False,oxítona
cerda,False,paraxítona
cerdas,False,paraxítona
cerebelo,True,paraxítona
cereja,True,paraxítona
cerne,False,paraxítona
cernes,False,paraxítona
cerni,False,oxítona
cernida,False,paraxítona
cernido,False,paraxítona
cernimo,False,paraxítona
cernindo,False,paraxítona
cernir,False,oxítona
cernira,False,paraxítona
cernirei,False,oxítona
cernirmo,False,paraxítona
cernirá,False,oxítona
cernirão,False,paraxítona
cernisse,False,paraxítona
cerniste,False,paraxítona
ceroula,False,paraxítona
cerquei,False,oxítona
cerquemo,False,paraxítona
cerra,False,paraxítona
cerrada,False,paraxítona
cerrado,False,paraxítona
cerradão,False,paraxítona
cerramo,False,paraxítona
cerrando,False,paraxítona
cerrar,False,oxítona
cerrara,False,paraxítona
cerrarei,False,oxítona
cerrarmo,False,paraxítona
cerrará,False,oxítona
cerrarão,False,paraxítona
cerras,False,paraxítona
cerrasse,False,paraxítona
cerraste,False,paraxítona
cerrava,False,paraxítona
cerração,False,paraxítona
cerre,False,paraxítona
cerremo,False,paraxítona
cerres,False,paraxítona
cerro,False,paraxítona
cerrá,False,oxítona
certa,False,paraxítona
certas,False,paraxítona
certeza,False,paraxítona
certidão,False,paraxítona
certo,False,paraxítona
certos,False,paraxítona
cerume,True,paraxítona
cerveja,False,paraxítona
cervo,False,paraxítona
cervos,False,paraxítona
cerze,False,paraxítona
cerzes,False,paraxítona
cerzi,False,oxítona
cerzida,False,paraxítona
cerzido,False,paraxítona
cerzimo,False,paraxítona
cerzindo,False,paraxítona
cerzir,False,oxítona
cerzira,False,paraxítona
cerzirei,False,oxítona
cerzirmo,False,paraxítona
cerzirá,False,oxítona
cerzirão,False,paraxítona
cerzisse,False,paraxítona
cerziste,False,paraxítona
cerâmica,True,proparoxítona
cerâmico,True,proparoxítona
cessa,False,paraxítona
cessada,False,paraxítona
cessado,False,paraxítona
cessamo,False,paraxítona
cessando,False,paraxítona
cessar,False,oxítona
cessara,False,paraxítona
cessarei,False,oxítona
cessarmo,False,paraxítona
cessará,False,oxítona
cessarão,False,paraxítona
cessas,False,paraxítona
cessasse,False,paraxítona
cessaste,False,paraxítona
cessava,False,paraxítona
cessação,False,paraxítona
cesse,False,paraxítona
cessemo,False,paraxítona
cesses,False,paraxítona
cesso,False,paraxítona
cessá,False,oxítona
cesta,False,paraxítona
cestas,False,paraxítona
cestinho,False,paraxítona
cesto,False,paraxítona
cestos,False,paraxítona
cetim,False,oxítona
cetro,False,paraxítona
cetros,False,paraxítona
cevada,True,paraxítona
cevado,True,paraxítona
chacina,False,paraxítona
chacine,False,paraxítona
chacino,False,paraxítona
chaciná,False,oxítona
chacota,False,paraxítona
chaga,False,paraxítona
chagada,False,paraxítona
chagado,False,paraxítona
chagamo,False,paraxítona
chagara,False,paraxítona
chagará,False,oxítona
chagava,False,paraxítona
chago,False,paraxítona
chagá,False,oxítona
chale,False,paraxítona
chalé,False,oxítona
chama,False,paraxítona
chamada,False,paraxítona
chamado,False,paraxítona
chamamo,False,paraxítona
chamara,False,paraxítona
chamará,False,oxítona
chamava,False,paraxítona
chame,False,paraxítona
chamego,False,paraxítona
chameja,False,paraxítona
chameje,False,paraxítona
chamejo,False,paraxítona
chamejá,False,oxítona
chamemo,False,paraxítona
chaminé,False,oxítona
chamo,False,paraxítona
chamá,False,oxítona
chance,False,paraxítona
chapa,False,paraxítona
chapada,False,paraxítona
chapado,False,paraxítona
charada,False,paraxítona
charco,False,paraxítona
charge,False,paraxítona
charme,False,paraxítona
charuto,False,paraxítona
chata,False,paraxítona
chato,False,paraxítona
chave,False,paraxítona
checa,False,paraxítona
checada,False,paraxítona
checado,False,paraxítona
checamo,False,paraxítona
checara,False,paraxítona
checará,False,oxítona
checava,False,paraxítona
checo,False,paraxítona
checá,False,oxítona
chefa,False,paraxítona
chefe,False,paraxítona
chega,False,paraxítona
chegada,False,paraxítona
chegado,False,paraxítona
chegamo,False,paraxítona
chegara,False,paraxítona
chegará,False,oxítona
chegava,False,paraxítona
chego,False,paraxítona
chegá,False,oxítona
chiando,False,paraxítona
chiarmo,False,paraxítona
chiasse,False,paraxítona
chiaste,False,paraxítona
chibata,False,paraxítona
chica,False,paraxítona
chicana,False,paraxítona
chico,False,paraxítona
chicote,False,paraxítona
chifra,False,paraxítona
chifre,False,paraxítona
chifro,False,paraxítona
chifrá,False,oxítona
chilena,False,paraxítona
chileno,False,paraxítona
china,False,paraxítona
chinelo,False,paraxítona
chinesa,False,paraxítona
chispa,False,paraxítona
choca,False,paraxítona
chocada,False,paraxítona
chocado,False,paraxítona
chocamo,False,paraxítona
chocara,False,paraxítona
chocará,False,oxítona
chocava,False,paraxítona
chocha,False,paraxítona
chocho,False,paraxítona
choco,False,paraxítona
chocá,False,oxítona
chofre,False,paraxítona
chora,False,paraxítona
chorada,False,paraxítona
chorado,False,paraxítona
choramo,False,paraxítona
chorara,False,paraxítona
chorará,False,oxítona
chorava,False,paraxítona
chore,False,paraxítona
choremo,False,paraxítona
choro,False,paraxítona
chorona,False,paraxítona
chorosa,False,paraxítona
choroso,False,paraxítona
chorá,False,oxítona
chova,False,paraxítona
chovamo,False,paraxítona
chove,False,paraxítona
chovemo,False,paraxítona
chovera,False,paraxítona
choverá,False,oxítona
chovi,False,oxítona
chovida,False,paraxítona
chovido,False,paraxítona
chovo,False,paraxítona
chovê,False,oxítona
choça,False,paraxítona
chuchu,False,oxítona
chucra,False,paraxítona
chucro,False,paraxítona
chumaço,False,paraxítona
chumba,False,paraxítona
chumbe,False,paraxítona
chumbo,False,paraxítona
chumbá,False,oxítona
chupa,False,paraxítona
chupada,False,paraxítona
chupado,False,paraxítona
chupamo,False,paraxítona
chupara,False,paraxítona
chupará,False,oxítona
chupava,False,paraxítona
chupe,False,paraxítona
chupemo,False,paraxítona
chupeta,False,paraxítona
chupo,False,paraxítona
chupá,False,oxítona
chusma,False,paraxítona
chuta,False,paraxítona
chutada,False,paraxítona
chutado,False,paraxítona
chutamo,False,paraxítona
chutara,False,paraxítona
chutará,False,oxítona
chutava,False,paraxítona
chute,False,paraxítona
chutemo,False,paraxítona
chuto,False,paraxítona
chutá,False,oxítona
chuva,False,paraxítona
chuvosa,False,paraxítona
chuvoso,False,paraxítona
chácara,False,proparoxítona
chávena,False,proparoxítona
chícara,False,proparoxítona
cicerone,True,paraxítona
ciclismo,False,paraxítona
ciclista,False,paraxítona
ciclo,False,paraxítona
ciclone,False,paraxítona
ciclope,False,paraxítona
ciclos,False,paraxítona
cicuta,True,paraxítona
cidade,True,paraxítona
cidadela,True,paraxítona
cidra,False,paraxítona
ciente,False,paraxítona
cifose,True,paraxítona
cifra,False,paraxítona
cifrada,False,paraxítona
cifrado,False,paraxítona
ciframo,False,paraxítona
cifrando,False,paraxítona
cifrar,False,oxítona
cifrara,False,paraxítona
cifrarei,False,oxítona
cifrarmo,False,paraxítona
cifrará,False,oxítona
cifrarão,False,paraxítona
cifras,False,paraxítona
cifrasse,False,paraxítona
cifraste,False,paraxítona
cifrava,False,paraxítona
cifre,False,paraxítona
cifremo,False,paraxítona
cifres,False,paraxítona
cifro,False,paraxítona
cifrá,False,oxítona
cigana,True,paraxítona
cigano,True,paraxítona
cigarra,False,paraxítona
cigarro,False,paraxítona
cilada,True,paraxítona
ciliada,False,paraxítona
ciliado,False,paraxítona
cima,True,paraxítona
cimenta,False,paraxítona
cimente,False,paraxítona
cimento,False,paraxítona
cimentá,False,oxítona
cimo,True,paraxítona
cinco,False,paraxítona
cinda,False,paraxítona
cindamo,False,paraxítona
cindas,False,paraxítona
cinde,False,paraxítona
cindes,False,paraxítona
cindi,False,oxítona
cindida,False,paraxítona
cindido,False,paraxítona
cindimo,False,paraxítona
cindindo,False,paraxítona
cindir,False,oxítona
cindira,False,paraxítona
cindirei,False,oxítona
cindirmo,False,paraxítona
cindirá,False,oxítona
cindirão,False,paraxítona
cindisse,False,paraxítona
cindiste,False,paraxítona
cindo,False,paraxítona
cinema,True,paraxítona
cinge,False,paraxítona
cinges,False,paraxítona
cingi,False,oxítona
cingida,False,paraxítona
cingido,False,paraxítona
cingimo,False,paraxítona
cingindo,False,paraxítona
cingir,False,oxítona
cingira,False,paraxítona
cingirei,False,oxítona
cingirmo,False,paraxítona
cingirá,False,oxítona
cingirão,False,paraxítona
cingisse,False,paraxítona
cingiste,False,paraxítona
cinismo,False,paraxítona
cinja,False,paraxítona
cinjamo,False,paraxítona
cinjas,False,paraxítona
cinjo,False,paraxítona
cinta,False,paraxítona
cintas,False,paraxítona
cintila,False,paraxítona
cintilai,False,oxítona
cintile,False,paraxítona
cintilei,False,oxítona
cintilo,False,paraxítona
cintilou,False,oxítona
cintilá,False,oxítona
cinto,False,paraxítona
cintos,False,paraxítona
cintura,False,paraxítona
cinturão,False,paraxítona
cinza,False,paraxítona
cinzas,False,paraxítona
cinzel,False,oxítona
cinzela,False,paraxítona
cinzelai,False,oxítona
cinzele,False,paraxítona
cinzelei,False,oxítona
cinzelo,False,paraxítona
cinzelou,False,oxítona
cinzelá,False,oxítona
cinzenta,False,paraxítona
cinzento,False,paraxítona
cinética,True,proparoxítona
cinético,True,proparoxítona
ciosa,False,paraxítona
cioso,False,paraxítona
cipreste,False,paraxítona
cipó,True,oxítona
cipós,False,oxítona
ciranda,False,paraxítona
circo,False,paraxítona
circos,False,paraxítona
circula,False,paraxítona
circulai,False,oxítona
circule,False,paraxítona
circulei,False,oxítona
circulo,False,paraxítona
circulou,False,oxítona
circulá,False,oxítona
circunda,False,paraxítona
circunde,False,paraxítona
circundo,False,paraxítona
circundá,False,oxítona
cirrose,False,paraxítona
cirza,False,paraxítona
cirzas,False,paraxítona
cirzo,False,paraxítona
cisca,False,paraxítona
ciscada,False,paraxítona
ciscado,False,paraxítona
ciscamo,False,paraxítona
ciscando,False,paraxítona
ciscar,False,oxítona
ciscara,False,paraxítona
ciscarei,False,oxítona
ciscarmo,False,paraxítona
ciscará,False,oxítona
ciscarão,False,paraxítona
ciscas,False,paraxítona
ciscasse,False,paraxítona
ciscaste,False,paraxítona
ciscava,False,paraxítona
cisco,False,paraxítona
ciscos,False,paraxítona
ciscá,False,oxítona
cisma,False,paraxítona
cismada,False,paraxítona
cismado,False,paraxítona
cismamo,False,paraxítona
cismando,False,paraxítona
cismar,False,oxítona
cismara,False,paraxítona
cismarei,False,oxítona
cismarmo,False,paraxítona
cismará,False,oxítona
cismarão,False,paraxítona
cismas,False,paraxítona
cismasse,False,paraxítona
cismaste,False,paraxítona
cismava,False,paraxítona
cisme,False,paraxítona
cismemo,False,paraxítona
cismes,False,paraxítona
cismo,False,paraxítona
cismá,False,oxítona
cisne,False,paraxítona
cisnes,False,paraxítona
cisquei,False,oxítona
cisquemo,False,paraxítona
cisterna,False,paraxítona
cisura,True,paraxítona
cisão,False,paraxítona
cisões,False,paraxítona
cita,True,paraxítona
citada,True,paraxítona
citadina,True,paraxítona
citadino,True,paraxítona
citado,True,paraxítona
citai,False,oxítona
citamo,True,paraxítona
citando,False,paraxítona
citar,False,oxítona
citara,True,paraxítona
citaremo,True,paraxítona
citarmo,False,paraxítona
citará,True,oxítona
citas,False,paraxítona
citasse,False,paraxítona
citaste,False,paraxítona
citava,True,paraxítona
cite,True,paraxítona
citei,False,oxítona
citemo,True,paraxítona
cites,False,paraxítona
cito,True,paraxítona
citocina,True,paraxítona
citológica,True,proparoxítona
citológico,True,proparoxítona
citotoxicidade,True,paraxítona
citou,False,oxítona
citá,True,oxítona
civil,False,oxítona
civiliza,True,paraxítona
civilizada,True,paraxítona
civilizado,True,paraxítona
civilizadora,True,paraxítona
civilizamo,True,paraxítona
civilizara,True,paraxítona
civilizaremo,True,paraxítona
civilizará,True,oxítona
civilizava,True,paraxítona
civilize,True,paraxítona
civilizemo,True,paraxítona
civilizo,True,paraxítona
civilizá,True,oxítona
civismo,False,paraxítona
clama,False,paraxítona
clamada,False,paraxítona
clamado,False,paraxítona
clamamo,False,paraxítona
clamara,False,paraxítona
clamará,False,oxítona
clamava,False,paraxítona
clame,False,paraxítona
clamemo,False,paraxítona
clamo,False,paraxítona
clamá,False,oxítona
clara,False,paraxítona
clareza,False,paraxítona
claro,False,paraxítona
classe,False,paraxítona
clava,False,paraxítona
clero,False,paraxítona
clichê,False,oxítona
cliente,False,paraxítona
clima,False,paraxítona
clinica,False,paraxítona
clinico,False,paraxítona
clinicá,False,oxítona
clipe,False,paraxítona
clone,False,paraxítona
clorato,False,paraxítona
cloreto,False,paraxítona
cloro,False,paraxítona
clube,False,paraxítona
clérigo,False,proparoxítona
clínica,False,proparoxítona
clínico,False,proparoxítona
coada,False,paraxítona
coado,False,paraxítona
coagi,False,oxítona
coai,False,oxítona
coaja,False,paraxítona
coajo,False,paraxítona
coalha,False,paraxítona
coalhe,False,paraxítona
coalho,False,paraxítona
coalhá,False,oxítona
coamo,False,paraxítona
coando,False,paraxítona
coar,False,oxítona
coara,False,paraxítona
coarmo,False,paraxítona
coará,False,oxítona
coas,False,paraxítona
coasse,False,paraxítona
coaste,False,paraxítona
coava,False,paraxítona
coaxa,False,paraxítona
coaxe,False,paraxítona
coaxo,False,paraxítona
coaxá,False,oxítona
cobalto,False,paraxítona
cobarde,False,paraxítona
coberta,False,paraxítona
coberto,False,paraxítona
cobice,True,paraxítona
cobicemo,True,paraxítona
cobiça,True,paraxítona
cobiçada,True,paraxítona
cobiçado,True,paraxítona
cobiçamo,True,paraxítona
cobiçara,True,paraxítona
cobiçaremo,True,paraxítona
cobiçará,True,oxítona
cobiçava,True,paraxítona
cobiço,True,paraxítona
cobiçosa,True,paraxítona
cobiçoso,True,paraxítona
cobiçá,True,oxítona
cobra,False,paraxítona
cobrada,False,paraxítona
cobrado,False,paraxítona
cobramo,False,paraxítona
cobrando,False,paraxítona
cobrança,False,paraxítona
cobrar,False,oxítona
cobrara,False,paraxítona
cobrarei,False,oxítona
cobrarmo,False,paraxítona
cobrará,False,oxítona
cobrarão,False,paraxítona
cobras,False,paraxítona
cobrasse,False,paraxítona
cobraste,False,paraxítona
cobrava,False,paraxítona
cobre,False,paraxítona
cobremo,False,paraxítona
cobres,False,paraxítona
cobri,False,oxítona
cobrimo,False,paraxítona
cobrindo,False,paraxítona
cobrir,False,oxítona
cobrira,False,paraxítona
cobrirei,False,oxítona
cobrirmo,False,paraxítona
cobrirá,False,oxítona
cobrirão,False,paraxítona
cobrisse,False,paraxítona
cobriste,False,paraxítona
cobro,False,paraxítona
cobrá,False,oxítona
coca,True,paraxítona
cocada,True,paraxítona
coce,True,paraxítona
cocei,False,oxítona
coceira,False,paraxítona
cocemo,True,paraxítona
coces,False,paraxítona
cochicha,False,paraxítona
cochiche,False,paraxítona
cochicho,False,paraxítona
cochichá,False,oxítona
cochila,False,paraxítona
cochilai,False,oxítona
cochile,False,paraxítona
cochilei,False,oxítona
cochilo,False,paraxítona
cochilou,False,oxítona
cochilá,False,oxítona
cocho,False,paraxítona
cochos,False,paraxítona
coco,True,paraxítona
cocorica,True,paraxítona
cocoricada,True,paraxítona
cocoricado,True,paraxítona
cocoricamo,True,paraxítona
cocoricara,True,paraxítona
cocoricaremo,True,paraxítona
cocoricará,True,oxítona
cocoricava,True,paraxítona
cocorico,True,paraxítona
cocoricá,True,oxítona
cocos,False,paraxítona
cocuruto,True,paraxítona
codifica,True,paraxítona
codificada,True,paraxítona
codificado,True,paraxítona
codificamo,True,paraxítona
codificara,True,paraxítona
codificaremo,True,paraxítona
codificará,True,oxítona
codificava,True,paraxítona
codifico,True,paraxítona
codificá,True,oxítona
codorna,False,paraxítona
coei,False,oxítona
coelha,False,paraxítona
coelho,False,paraxítona
coemo,False,paraxítona
coes,False,paraxítona
coesa,False,paraxítona
coeso,False,paraxítona
coeva,False,paraxítona
coevo,False,paraxítona
cofre,False,paraxítona
cofres,False,paraxítona
cofrinho,False,paraxítona
cogita,True,paraxítona
cogitada,True,paraxítona
cogitado,True,paraxítona
cogitamo,True,paraxítona
cogitara,True,paraxítona
cogitaremo,True,paraxítona
cogitará,True,oxítona
cogitava,True,paraxítona
cogite,True,paraxítona
cogitemo,True,paraxítona
cogito,True,paraxítona
cogitá,True,oxítona
cognato,False,paraxítona
cogumelo,True,paraxítona
coibi,False,oxítona
coice,False,paraxítona
coifa,False,paraxítona
coisa,False,paraxítona
coito,False,paraxítona
cola,True,paraxítona
colabora,True,paraxítona
colaborada,True,paraxítona
colaborado,True,paraxítona
colaboradora,True,paraxítona
colaboramo,True,paraxítona
colaborara,True,paraxítona
colaboraremo,True,paraxítona
colaborará,True,oxítona
colaborava,True,paraxítona
colabore,True,paraxítona
colaboremo,True,paraxítona
colaboro,True,paraxítona
colaborá,True,oxítona
colada,True,paraxítona
colado,True,paraxítona
colai,False,oxítona
colamo,True,paraxítona
colando,False,paraxítona
colante,False,paraxítona
colapso,False,paraxítona
colar,False,oxítona
colara,True,paraxítona
colaremo,True,paraxítona
colarmo,False,paraxítona
colará,True,oxítona
colas,False,paraxítona
colasse,False,paraxítona
colaste,False,paraxítona
colava,True,paraxítona
cole,True,paraxítona
colega,True,paraxítona
colei,False,oxítona
coleira,False,paraxítona
colemo,True,paraxítona
coles,False,paraxítona
coleta,True,paraxítona
coletada,True,paraxítona
coletado,True,paraxítona
coletamo,True,paraxítona
coletara,True,paraxítona
coletaremo,True,paraxítona
coletará,True,oxítona
coletava,True,paraxítona
colete,True,paraxítona
coletemo,True,paraxítona
coletiva,True,paraxítona
coletividade,True,paraxítona
coletiviza,True,paraxítona
coletivizada,True,paraxítona
coletivizado,True,paraxítona
coletivizamo,True,paraxítona
coletivizara,True,paraxítona
coletivizaremo,True,paraxítona
coletivizará,True,oxítona
coletivizava,True,paraxítona
coletivize,True,paraxítona
coletivizemo,True,paraxítona
coletivizo,True,paraxítona
coletivizá,True,oxítona
coletivo,True,paraxítona
coleto,True,paraxítona
coletora,True,paraxítona
coletá,True,oxítona
colha,False,paraxítona
colhamo,False,paraxítona
colhas,False,paraxítona
colhe,False,paraxítona
colhemo,False,paraxítona
colhendo,False,paraxítona
colher,False,oxítona
colhera,False,paraxítona
colherei,False,oxítona
colhermo,False,paraxítona
colherá,False,oxítona
colherão,False,paraxítona
colhes,False,paraxítona
colhesse,False,paraxítona
colheste,False,paraxítona
colhi,False,oxítona
colhida,False,paraxítona
colhido,False,paraxítona
colho,False,paraxítona
colhê,False,oxítona
colibri,False,oxítona
colida,True,paraxítona
colidamo,True,paraxítona
colide,True,paraxítona
colidi,True,oxítona
colidida,True,paraxítona
colidido,True,paraxítona
colidimo,True,paraxítona
colidira,True,paraxítona
colidiremo,True,paraxítona
colidirá,True,oxítona
colido,True,paraxítona
coligada,True,paraxítona
coligado,True,paraxítona
colina,True,paraxítona
colo,True,paraxítona
coloca,True,paraxítona
colocada,True,paraxítona
colocado,True,paraxítona
colocamo,True,paraxítona
colocara,True,paraxítona
colocaremo,True,paraxítona
colocará,True,oxítona
colocava,True,paraxítona
coloco,True,paraxítona
colocá,True,oxítona
colombo,False,paraxítona
coloniza,True,paraxítona
colonizada,True,paraxítona
colonizado,True,paraxítona
colonizadora,True,paraxítona
colonizamo,True,paraxítona
colonizara,True,paraxítona
colonizaremo,True,paraxítona
colonizará,True,oxítona
colonizava,True,paraxítona
colonize,True,paraxítona
colonizemo,True,paraxítona
colonizo,True,paraxítona
colonizá,True,oxítona
colono,True,paraxítona
coloquei,False,oxítona
colore,True,paraxítona
colori,True,oxítona
colorida,True,paraxítona
colorido,True,paraxítona
colorimo,True,paraxítona
colorira,True,paraxítona
coloriremo,True,paraxítona
colorirá,True,oxítona
colosso,False,paraxítona
colou,False,oxítona
coluna,True,paraxítona
colunata,True,paraxítona
colá,True,oxítona
colágena,True,proparoxítona
colágeno,True,proparoxítona
colérica,True,proparoxítona
colérico,True,proparoxítona
colônica,True,proparoxítona
colônico,True,proparoxítona
coma,True,paraxítona
comadre,False,paraxítona
comamo,True,paraxítona
comanda,False,paraxítona
comande,False,paraxítona
comando,False,paraxítona
comandá,False,oxítona
comarca,False,paraxítona
comas,False,paraxítona
combali,False,oxítona
combaliu,False,oxítona
combata,False,paraxítona
combate,False,paraxítona
combatei,False,oxítona
combateu,False,oxítona
combati,False,oxítona
combato,False,paraxítona
combatê,False,oxítona
combina,False,paraxítona
combinai,False,oxítona
combine,False,paraxítona
combinei,False,oxítona
combino,False,paraxítona
combinou,False,oxítona
combiná,False,oxítona
comboiada,False,paraxítona
comboiado,False,paraxítona
comboiamo,False,paraxítona
comboiara,False,paraxítona
comboiará,False,oxítona
comboiava,False,paraxítona
comboiemo,False,paraxítona
comboiá,False,oxítona
come,True,paraxítona
comece,True,paraxítona
comecemo,True,paraxítona
comedi,True,oxítona
comedida,True,paraxítona
comedido,True,paraxítona
comedimo,True,paraxítona
comedira,True,paraxítona
comediremo,True,paraxítona
comedirá,True,oxítona
comedora,True,paraxítona
comei,False,oxítona
comemo,True,paraxítona
comemora,True,paraxítona
comemorada,True,paraxítona
comemorado,True,paraxítona
comemoramo,True,paraxítona
comemorara,True,paraxítona
comemoraremo,True,paraxítona
comemorará,True,oxítona
comemorativa,True,paraxítona
comemorativo,True,paraxítona
comemorava,True,paraxítona
comemore,True,paraxítona
comemoremo,True,paraxítona
comemoro,True,paraxítona
comemorá,True,oxítona
comenda,False,paraxítona
comendo,False,paraxítona
comenta,False,paraxítona
comente,False,paraxítona
comento,False,paraxítona
comentá,False,oxítona
comer,False,oxítona
comera,True,paraxítona
comeremo,True,paraxítona
comermo,False,paraxítona
comerá,True,oxítona
comes,False,paraxítona
comesse,False,paraxítona
comeste,False,paraxítona
cometa,True,paraxítona
cometamo,True,paraxítona
comete,True,paraxítona
cometemo,True,paraxítona
cometera,True,paraxítona
cometeremo,True,paraxítona
cometerá,True,oxítona
cometi,True,oxítona
cometida,True,paraxítona
cometido,True,paraxítona
cometo,True,paraxítona
cometê,True,oxítona
comeu,False,oxítona
começa,True,paraxítona
começada,True,paraxítona
começado,True,paraxítona
começamo,True,paraxítona
começara,True,paraxítona
começaremo,True,paraxítona
começará,True,oxítona
começava,True,paraxítona
começo,True,paraxítona
começá,True,oxítona
comi,True,oxítona
comida,True,paraxítona
comido,True,paraxítona
comigo,True,paraxítona
comilona,True,paraxítona
cominho,False,paraxítona
comiserativa,True,paraxítona
comiserativo,True,paraxítona
comitiva,True,paraxítona
comitê,True,oxítona
como,True,paraxítona
comodato,True,paraxítona
comodidade,True,paraxítona
comodoro,True,paraxítona
comova,True,paraxítona
comovamo,True,paraxítona
comove,True,paraxítona
comovedora,True,paraxítona
comovemo,True,paraxítona
comovera,True,paraxítona
comoveremo,True,paraxítona
comoverá,True,oxítona
comovi,True,oxítona
comovida,True,paraxítona
comovido,True,paraxítona
comovo,True,paraxítona
comovê,True,oxítona
compacta,False,paraxítona
compacte,False,paraxítona
compacto,False,paraxítona
compactá,False,oxítona
compadre,False,paraxítona
compara,False,paraxítona
comparai,False,oxítona
compare,False,paraxítona
comparei,False,oxítona
comparo,False,paraxítona
comparou,False,oxítona
comparsa,False,paraxítona
compará,False,oxítona
compasso,False,paraxítona
compele,False,paraxítona
compeli,False,oxítona
compeliu,False,oxítona
compensa,False,paraxítona
compense,False,paraxítona
compenso,False,paraxítona
compensá,False,oxítona
compete,False,paraxítona
competi,False,oxítona
competiu,False,oxítona
compila,False,paraxítona
compilai,False,oxítona
compile,False,paraxítona
compilei,False,oxítona
compilo,False,paraxítona
compilou,False,oxítona
compilá,False,oxítona
compira,False,paraxítona
completai,False,oxítona
completei,False,oxítona
completou,False,oxítona
complicai,False,oxítona
complicou,False,oxítona
compomo,False,paraxítona
componde,False,paraxítona
compondo,False,paraxítona
componha,False,paraxítona
componho,False,paraxítona
compor,False,oxítona
comporei,False,oxítona
comporta,False,paraxítona
comporte,False,paraxítona
comporto,False,paraxítona
comportá,False,oxítona
comporá,False,oxítona
comporão,False,paraxítona
composta,False,paraxítona
composto,False,paraxítona
compota,False,paraxítona
comprarei,False,oxítona
comprarão,False,paraxítona
comprazei,False,oxítona
comprazeu,False,oxítona
comprimiu,False,oxítona
comprovai,False,oxítona
comprovei,False,oxítona
comprovou,False,oxítona
compunha,False,paraxítona
computa,False,paraxítona
computai,False,oxítona
compute,False,paraxítona
computei,False,oxítona
computo,False,paraxítona
computou,False,oxítona
computá,False,oxítona
compô,False,oxítona
compôs,False,oxítona
comum,False,oxítona
comuna,True,paraxítona
comunga,False,paraxítona
comungo,False,paraxítona
comungá,False,oxítona
comunica,True,paraxítona
comunicada,True,paraxítona
comunicado,True,paraxítona
comunicadora,True,paraxítona
comunicamo,True,paraxítona
comunicara,True,paraxítona
comunicaremo,True,paraxítona
comunicará,True,oxítona
comunicativa,True,paraxítona
comunicativo,True,paraxítona
comunicava,True,paraxítona
comunico,True,paraxítona
comunicá,True,oxítona
comunidade,True,paraxítona
comuta,True,paraxítona
comutada,True,paraxítona
comutado,True,paraxítona
comutadora,True,paraxítona
comutamo,True,paraxítona
comutara,True,paraxítona
comutaremo,True,paraxítona
comutará,True,oxítona
comutatividade,True,paraxítona
comutava,True,paraxítona
comute,True,paraxítona
comutemo,True,paraxítona
comuto,True,paraxítona
comutá,True,oxítona
comê,True,oxítona
conceba,False,paraxítona
concebe,False,paraxítona
concebei,False,oxítona
concebeu,False,oxítona
concebi,False,oxítona
concebo,False,paraxítona
concebê,False,oxítona
conceda,False,paraxítona
concede,False,paraxítona
concedei,False,oxítona
concedeu,False,oxítona
concedi,False,oxítona
concedo,False,paraxítona
concedê,False,oxítona
concentra,False,paraxítona
concentre,False,paraxítona
concentro,False,paraxítona
concentrá,False,oxítona
concerna,False,paraxítona
concerne,False,paraxítona
concerni,False,oxítona
concerno,False,paraxítona
concerta,False,paraxítona
concerte,False,paraxítona
concerto,False,paraxítona
concertá,False,oxítona
conchavai,False,oxítona
conchavei,False,oxítona
conchavou,False,oxítona
conciliá,False,oxítona
